klant_id,klantnaam,segment,lengtegraad,breedtegraad,geo_id
63,Tegan Savage,Consumer,7.3150145,51.5632625,60
64,Eva Hargraves,Consumer,9.1859243,45.4654219,61
65,Jonathan Summons,Consumer,8.541694,47.3768866,62
66,Darcy Farnell,Consumer,11.1123634,42.7635254,63
67,Katherine Grant,Consumer,2.3522219,48.856614,59
68,Jared Wurster,Consumer,-6.2603097,53.3498053,64
69,Kayla Ronald,Corporate,12.4963655,41.9027835,65
70,Angus Reading,Corporate,4.8719854,50.4673883,66
71,Jodie Mellor,Consumer,4.7510425,52.4579659,67
72,Maya Summers,Home Office,7.2162363,51.4818445,68
73,Oscar Clayton,Consumer,7.358512,48.0793589,69
74,Angus De Groot,Corporate,-0.752615,51.2868939,70
75,Caleb Kenyon,Corporate,13.404954,52.5200066,71
76,Carl Proctor,Consumer,12.4963655,41.9027835,65
77,Spencer Akhtar,Consumer,13.404954,52.5200066,71
78,Lincoln Want,Consumer,12.5695158,44.0678288,72
79,Niamh Mann,Consumer,2.3522219,48.856614,59
80,Nicole Nash,Consumer,8.2285242,48.76564,73
81,Joshua Romero,Consumer,-3.7037902,40.4167754,31
82,John Kemp,Home Office,8.6946286,48.8921862,74
83,Ryan Greenwood,Consumer,-1.470085,53.381129,14
84,Naomi Hancock,Corporate,-1.519693,52.406822,75
85,Thomas Stephens,Corporate,13.404954,52.5200066,71
86,Ashton Charles,Consumer,-0.630386,44.80583,76
87,Shannon Howe,Consumer,24.938379,60.1698557,77
88,Joseph Ford,Corporate,7.5885761,47.5595986,51
89,Alexander Bennett,Corporate,13.404954,52.5200066,71
90,Koby Phillip,Consumer,7.0982068,50.73743,78
91,Thomas McCallum,Consumer,12.3730747,51.3396955,79
92,Donna Nash,Corporate,3.16207,50.724993,80
93,Wanda Wingert,Consumer,-0.1277583,51.5073509,41
94,Scarlett Truchanas,Corporate,16.8718715,41.1171432,81
95,Jessica Paramor,Corporate,11.6276237,52.1205333,82
96,Charlie Brooks,Consumer,5.36978,43.296482,53
97,Sam Wood,Home Office,2.458625,48.892489,83
98,Gabriel Sanders,Consumer,5.7331073,58.9699756,84
99,Charles Builder,Consumer,9.1216613,39.2238411,85
100,Aaron Bootman,Consumer,12.4370156,37.798045,86
101,Kayla Tearle,Corporate,7.5885761,47.5595986,51
102,Kayla Ronald,Corporate,6.8975851,52.7858037,87
103,Mary Wilson,Consumer,10.89779,48.3705449,88
104,Paige Horsfall,Home Office,13.0770347,54.3090654,89
105,Lily Tyler,Home Office,2.353663,43.212161,90
106,Charlie Wells,Home Office,-1.470085,53.381129,14
107,Edward Zwar,Consumer,11.5819806,48.1351253,91
108,Anthony Stewart,Home Office,-2.6325074,53.5450645,92
109,Sharon Kerley,Consumer,5.6570096,51.4792547,93
110,Samuel Thomas,Consumer,2.241295,43.606214,94
111,Benjamin Humphries,Consumer,8.541694,47.3768866,62
112,Morgan Anderson,Corporate,12.7014749,42.9508683,95
113,Luca Graham,Consumer,13.7372621,51.0504088,37
114,Chelsea Bannister,Consumer,7.8159816,51.6738583,96
115,Juanita Smalls,Home Office,9.7320104,52.3758916,54
116,Alexis Code,Corporate,7.1430246,50.8177471,97
117,Toby Conway,Consumer,6.1431577,46.2043907,98
118,Adam Bentley,Consumer,-1.61778,54.978252,99
119,Angus De Groot,Corporate,11.97456,57.70887,16
120,Harry Nelson,Consumer,12.2430437,45.6668893,100
121,Kayla Tearle,Corporate,12.4963655,41.9027835,65
122,Daryl Claypool,Corporate,0.107929,49.49437,101
123,Aaron Bootman,Consumer,-3.188267,55.953252,102
124,Alexandra Macdonald,Corporate,4.947071,45.698938,103
125,Alexandra Macdonald,Corporate,5.878219,43.102976,6
126,Skye McCaffrey,Consumer,3.896473,43.567296,104
127,Michelle Barrett,Consumer,6.1431577,46.2043907,98
128,Evie Rees,Consumer,2.46436,48.941345,105
129,David Harney,Corporate,7.0115552,51.4556432,106
130,Kaitlyn Dorsch,Corporate,-8.4102573,40.2033145,107
131,Logan Tilley,Consumer,7.0982068,50.73743,78
132,Corey Norton,Consumer,5.36978,43.296482,53
133,Owen Howell,Home Office,-6.598259,42.5499958,108
134,Molly Palmer,Corporate,18.156042,59.307903,109
135,Nicholas Carey,Consumer,-2.4438209,53.100405,110
136,Eve Bates,Consumer,6.7623293,51.4344079,111
137,Molly Palmer,Corporate,2.0360157,48.7738734,112
138,Gerald Galvan,Corporate,5.9699231,52.211157,113
139,Benjamin Lee,Corporate,17.9417616,40.6327278,114
140,Donald Pak,Corporate,9.9936818,53.5510846,115
141,Alexander Bennett,Corporate,2.70162,48.404676,116
142,Koby Tompson,Consumer,3.114932,45.8939949,117
143,Mackenzie Whitford,Consumer,1.261105,45.833619,118
144,Sofia de Castella,Consumer,13.0644729,52.3905689,119
145,Eve Spencer,Consumer,1.753449,52.481138,120
146,Amy Nixon,Consumer,-6.2603097,53.3498053,64
147,Sebastian McClelland,Consumer,-0.7125608,38.2699329,121
148,Luca Varley,Corporate,2.256869,48.970782,122
149,Tara Hines,Consumer,4.4777325,51.9244201,123
150,Jay Andrews,Consumer,-1.85754,53.72702,124
151,Ava Giles,Corporate,6.7623293,51.4344079,111
152,Gracie Powell,Consumer,2.3522219,48.856614,59
153,Kristal McCaslin,Corporate,9.1859243,45.4654219,61
154,Mariam McMeckan,Corporate,2.0349243,41.4971174,125
155,Lori Miller,Consumer,1.054325,49.429895,126
156,William Somerville,Corporate,5.8372264,51.8125626,127
157,Louie Knight,Consumer,5.1392559,48.113748,128
158,Jodie Garner,Consumer,1.488107,49.091958,129
159,Imogen Daly,Consumer,6.1431577,46.2043907,98
160,Mohammed Fox,Consumer,-0.879787,47.059407,130
161,Charlotte Taylor,Consumer,11.3307574,43.318809,48
162,Melody Nelson,Corporate,12.2464292,44.1396438,131
163,Jacob Roemer,Corporate,2.464688,49.278948,132
164,Leslie Wilson,Consumer,4.4024643,51.2194475,133
165,Eileen Walker,Consumer,2.100645,49.050966,134
166,Sam French,Consumer,6.5853417,51.3387609,135
167,Ebony Sadlier,Corporate,8.8016937,53.0792962,136
168,Dylan Disney,Home Office,10.89779,48.3705449,88
169,Toby Clunie,Consumer,-0.1277583,51.5073509,41
170,Rose Heap,Consumer,11.5819806,48.1351253,91
171,Edward Webber,Home Office,6.6408148,51.4516041,137
172,Philip Newsom,Corporate,9.9876076,48.4010822,138
173,Louis Scott,Corporate,16.3738189,48.2081743,9
174,John Kemp,Home Office,11.0298799,50.9847679,139
175,Eva Arnold,Consumer,-0.39032,51.656489,140
176,Lisa Watkins,Consumer,-3.6372245,40.5372512,141
177,Richard Poole,Home Office,4.8951679,52.3702157,142
178,Ewan Hyde,Consumer,18.0685808,59.3293235,1
179,Patricia Smith,Corporate,-8.6291053,41.1579438,143
180,Francesca Bowen,Consumer,2.515556,48.817049,144
181,Denise Harris,Consumer,-2.081112,52.512255,145
182,Phoebe Moore,Corporate,2.1734035,41.3850639,40
183,Erick Tanner,Corporate,18.0685808,59.3293235,1
184,Viola Watson,Consumer,5.9699231,52.211157,113
185,Maddison Newman,Corporate,5.1214201,52.0907374,146
186,Patrick Townson,Home Office,-0.57918,44.837789,147
187,Jason Roger,Corporate,15.5540152,38.1938137,148
188,Robert James,Home Office,2.4394969,48.847759,149
189,Edward Hodges,Consumer,2.528373,48.856898,150
190,Ralph Holmes,Consumer,-6.2603097,53.3498053,64
191,Tina Phelps,Consumer,9.1859243,45.4654219,61
192,Rebecca Chamberlain,Home Office,2.2466847,48.9472096,151
193,Maddison Breen,Corporate,13.404954,52.5200066,71
194,Ryan Price,Consumer,16.3738189,48.2081743,9
195,Gabriel Sanders,Consumer,9.1836462,39.2413493,152
196,Milla Hollinworth,Corporate,-4.0273231,39.8628316,153
197,Henry Chandler,Home Office,-1.6777926,48.117266,154
198,Mary Parker,Corporate,12.4963655,41.9027835,65
199,Bianca Monsoor,Consumer,4.768323,51.5719149,155
200,Angus Reading,Corporate,14.2681244,40.8517746,156
201,Alana Zahel,Consumer,0.227849,49.145922,157
202,Lily Dallachy,Corporate,-1.0879769,50.8197675,158
203,Louis Wilson,Consumer,-0.1277583,51.5073509,41
204,Lincoln Want,Consumer,6.8076853,50.9995815,159
205,Esther Henderson,Consumer,9.9936818,53.5510846,115
206,Mariam McMeckan,Corporate,18.0685808,59.3293235,1
207,Elijah Sodeman,Consumer,-0.4200255,51.8786707,160
208,Angus Ibsch,Consumer,-0.588054,44.802614,161
209,Leon Thompson,Consumer,12.4963655,41.9027835,65
210,Lorri Stratton,Consumer,2.3272339,48.975751,162
211,Rachel Tyler,Corporate,4.835659,45.764043,163
212,Paige Horsfall,Home Office,2.1734035,41.3850639,40
213,Maddison Breen,Corporate,-8.4863157,51.8968917,164
214,Molly Crawford,Corporate,-2.6325074,53.5450645,92
215,Tyler Whitehead,Corporate,-2.5969501,53.3900441,165
216,David Mortlock,Consumer,9.1859243,45.4654219,61
217,Bianca Whitford,Corporate,-0.1277583,51.5073509,41
218,Angus De Groot,Corporate,10.89779,48.3705449,88
219,Minnie Cash,Corporate,6.5665018,53.2193835,166
220,Ada Dalton,Corporate,7.7521113,48.5734053,167
221,Molly De Mole,Corporate,-3.188267,55.953252,102
222,Elise Ali,Home Office,9.7320104,52.3758916,54
223,Eva Butler,Corporate,5.655335,46.257773,168
224,Rory Gunson,Consumer,16.3738189,48.2081743,9
225,Maya Pamphlett,Consumer,6.9602786,50.937531,169
226,Harry Ahmed,Consumer,5.36978,43.296482,53
227,Pamela Searles,Home Office,-0.1277583,51.5073509,41
228,Charlie Donnelly,Consumer,0.891874,51.895927,170
229,Tilly Payne,Consumer,-6.2603097,53.3498053,64
230,Molly Bidmead,Home Office,2.3522219,48.856614,59
231,Samuel Hardey,Home Office,2.445676,48.924298,171
232,Erin Rogers,Consumer,8.4660395,49.4874592,172
233,Carrie Boots,Corporate,1.151361,49.0270129,173
234,Madeline Crooks,Consumer,1.297355,52.6308859,174
235,Susan Williams,Home Office,0.7077123,51.5459269,175
236,Steven Prince,Home Office,13.3612671,38.1156879,176
237,Louise Winter,Corporate,-2.221575,52.193636,177
238,Tyson Hanna,Consumer,3.7174243,51.0543422,178
239,Joseph Locke,Corporate,13.404954,52.5200066,71
240,Harry Ahmed,Consumer,0.52213,51.380952,179
241,Georgina Garner,Consumer,-5.3213455,35.8893874,180
242,Ellie Chapman,Home Office,8.4660395,49.4874592,172
243,Tyler Miah,Home Office,7.1896962,51.1787418,181
244,Marcus Leon,Corporate,11.5819806,48.1351253,91
245,Katie Thom,Corporate,1.444209,43.604652,7
246,William Reichert,Consumer,3.91708,50.246997,182
247,Louis Scott,Corporate,-0.1277583,51.5073509,41
248,Jayden Ali,Consumer,3.057256,50.62925,183
249,Adam Harte,Corporate,12.6560314,41.5944018,184
250,Anna Leal,Consumer,16.3738189,48.2081743,9
251,Theresa Varner,Corporate,9.1859243,45.4654219,61
252,Hubert Lindahl,Corporate,6.477635,46.373565,185
253,Angus Gether,Consumer,2.39851,48.792001,186
254,Zara Money,Corporate,4.4024643,51.2194475,133
255,Ethan Barrett,Consumer,12.3155151,45.4408474,187
256,Eve Bates,Consumer,10.9027636,49.8988135,188
257,Ruby Patel,Home Office,-0.1277583,51.5073509,41
258,Casey Forte,Consumer,-2.4282192,53.5768647,189
259,Kelly Long,Corporate,16.3738189,48.2081743,9
260,Peter Daly,Consumer,12.8577884,56.6743748,190
261,Sofia de Castella,Consumer,2.3522219,48.856614,59
262,Isabella Falkiner,Corporate,10.40237,55.403756,191
263,Hayden Perkins,Consumer,12.6560314,41.5944018,184
264,Susan Williams,Home Office,-3.066215,53.426521,192
265,Lauren Knight,Consumer,-0.1277583,51.5073509,41
266,Robert Zapata,Consumer,-3.010113,53.645708,2
267,Michael Watkins,Home Office,-0.588054,44.802614,161
268,Josh Wilkinson,Corporate,-0.523108,44.880163,193
269,Lucas Wood,Corporate,2.429443,48.801148,30
270,Marcus Griffin,Home Office,-2.12882,52.586973,194
271,Larry Lambert,Consumer,11.97456,57.70887,16
272,Sam French,Consumer,16.3738189,48.2081743,9
273,Nancy Fike,Consumer,-4.7245321,41.652251,195
274,Casey Forte,Consumer,-1.6457745,42.812526,196
275,Don Willie,Corporate,12.3155151,45.4408474,187
276,Charlie Power,Home Office,-1.198674,53.147195,197
277,Stella Hellyer,Consumer,2.8948332,42.6886591,198
278,Charlie Horrocks,Consumer,-2.977255,51.347405,199
279,Charlie Horrocks,Consumer,15.5540152,38.1938137,148
280,Harold Smith,Consumer,7.4632841,51.3670777,200
281,Tammy Chamblee,Consumer,8.8949206,52.2964919,201
282,Joseph Locke,Corporate,16.3738189,48.2081743,9
283,Lane Taylor,Corporate,8.44518,49.47741,202
284,Sophia Owen,Corporate,6.0830219,52.5167747,203
285,Ralph Holmes,Consumer,5.878219,43.102976,6
286,Walter Aguilar,Consumer,-3.7037902,40.4167754,31
287,David Lowe,Consumer,5.9877715,51.1913202,204
288,Benjamin Lee,Corporate,7.8421043,47.9990077,205
289,Jordan Peacock,Corporate,18.0685808,59.3293235,1
290,Courtney Hancock,Consumer,4.072695,46.034432,206
291,Georgina Garner,Consumer,16.3738189,48.2081743,9
292,Randall Roberts,Consumer,-3.8757916,40.4935329,207
293,Kayla Tearle,Corporate,-0.499782,43.893485,208
294,Edward Davidson,Home Office,8.7921269,45.6623632,209
295,Mike Langer,Corporate,8.2397608,50.0782184,210
296,Jordan Peacock,Corporate,7.189811,43.673417,211
297,Kimberly Boyd,Corporate,15.5540152,38.1938137,148
298,Ava Corbin,Home Office,13.404954,52.5200066,71
299,William Martin,Corporate,2.1734035,41.3850639,40
300,Jonathan Bottrill,Consumer,-4.251806,55.864237,212
301,Ruby Frost,Home Office,-4.4994767,36.6225541,213
302,Lane Taylor,Corporate,-1.514699,43.481402,214
303,Sam French,Consumer,-0.1277583,51.5073509,41
304,Jack Brier,Consumer,2.3522219,48.856614,59
305,Laura Akhtar,Consumer,-0.1277583,51.5073509,41
306,Chelsea Bannister,Consumer,-1.519693,52.406822,75
307,Charlotte Savage,Consumer,-6.2603097,53.3498053,64
308,Daryl Claypool,Corporate,-0.492866,46.84246,215
309,Desiree Hurt,Home Office,7.0289361,52.1841199,216
310,Henry Pedder,Consumer,-2.1561,53.6097136,217
311,Paul Cleary,Corporate,8.4640869,48.0594021,218
312,Hollie Morris,Corporate,2.419452,48.881935,219
313,Mia McLean,Corporate,9.9936818,53.5510846,115
314,Nancy Fike,Consumer,2.4394969,48.847759,149
315,Denise Harris,Consumer,14.28583,48.30694,220
316,Liam Mathias,Corporate,9.7443992,52.4528001,221
317,Georgina Garner,Consumer,7.1896962,51.1787418,181
318,Caleb Kenyon,Corporate,14.3328679,51.7563108,222
319,Robert Ramsey,Consumer,12.4370156,37.798045,86
320,Juanita Smalls,Home Office,-1.890401,52.486243,4
321,Lola Hughes,Consumer,-4.206666,51.016684,223
322,Kristina Moore,Corporate,-6.598259,42.5499958,108
323,Jack Brier,Consumer,-0.1277583,51.5073509,41
324,Isabella Secombe,Consumer,16.3738189,48.2081743,9
325,Cerys Edwards,Consumer,-4.248437,48.450821,224
326,Cynthia Zielinski,Home Office,-1.4746186,52.9225301,225
327,Abby Mei,Corporate,25.0377686,60.2933524,226
328,Rory Martindale,Consumer,-0.8084,51.815606,227
329,Archie Whittaker,Home Office,0.573453,50.854259,228
330,Kian Thomson,Consumer,-8.6117851,41.1238759,229
331,Chloe Miller,Consumer,9.1829321,48.7758459,230
332,Donald Pak,Corporate,1.1055321,41.1498259,231
333,Jasper Neighbour,Corporate,11.1123634,42.7635254,63
334,Ashton Foley,Consumer,-0.492866,46.84246,215
335,Ali Jerger,Corporate,8.946256,44.4056499,8
336,Lily Dallachy,Corporate,15.8939163,41.2656592,232
337,Joel Peters,Home Office,3.073511,50.654836,233
338,Mohammed Fox,Consumer,4.3006999,52.0704978,234
339,Henry Winder,Corporate,12.0991466,54.0924406,235
340,Luz Reilly,Consumer,13.7372621,51.0504088,37
341,Lucas Wood,Corporate,-1.470085,53.381129,14
342,Ebony Sadlier,Corporate,4.4024643,51.2194475,133
343,Brooke Hodgson,Consumer,12.3730747,51.3396955,79
344,Leslie Wilson,Consumer,2.515556,48.817049,144
345,Ellie Chapman,Home Office,7.0192196,51.0459248,236
346,Leroy Samson,Home Office,-0.684355,44.741163,237
347,Mike Langer,Corporate,-1.785035,53.645792,238
348,Hollie Morris,Corporate,1.261105,45.833619,118
349,Demi Power,Consumer,13.4319466,48.5667364,239
350,Norma McCowan,Consumer,-1.558626,43.4831519,240
351,Eve Spencer,Consumer,13.404954,52.5200066,71
352,Erick Tanner,Corporate,5.447427,43.529742,241
353,Noah Chamberlain,Consumer,0.875019,51.1464659,242
354,Eden Kern,Consumer,10.1227652,54.3232927,243
355,Nancy Fike,Consumer,7.5885761,47.5595986,51
356,Aaron Cunningham,Consumer,11.4041024,47.2692124,244
357,Eden Kern,Consumer,6.9602786,50.937531,169
358,Jodie Mellor,Consumer,4.6900929,51.8132979,15
359,Lauren Knight,Consumer,6.863849,47.639674,245
360,Kiera Chandler,Consumer,2.287181,48.789776,246
361,Leo Bannister,Home Office,2.25929,48.900552,247
362,Laura Akhtar,Consumer,8.738635,41.919229,248
363,Anna Moreton,Corporate,2.3522219,48.856614,59
364,Norma McCowan,Consumer,10.89779,48.3705449,88
365,Tom Charlton,Corporate,-0.341995,51.580559,249
366,Andrew Shah,Home Office,8.052771,51.4073375,250
367,Terence Welch,Consumer,16.5527874,40.8253924,251
368,Kiara Allen,Consumer,8.6821267,50.1109221,49
369,Tina Brantley,Home Office,7.055041,43.577244,252
370,Alana Tyson,Home Office,-0.3762881,39.4699075,253
371,Eloise Mahmood,Corporate,11.1217486,46.0747793,254
372,Natasha Sykes,Consumer,-0.1277583,51.5073509,41
373,Oliver Stephenson,Consumer,10.3279036,44.801485,36
374,Eva Sanderson,Consumer,8.2397608,50.0782184,210
375,Max Baker,Home Office,11.9688029,51.4969802,255
376,Leah Barrett,Consumer,11.3426163,44.494887,28
377,James Fleming,Corporate,16.3738189,48.2081743,9
378,Robert Ramsey,Consumer,-1.383801,54.906869,256
379,Ellie Chapman,Home Office,1.2444909,41.1188827,257
380,Spencer Wallis,Consumer,-0.1277583,51.5073509,41
381,Georgia Bermingham,Home Office,9.0851765,45.8080597,258
382,Isabelle Macghey,Consumer,9.9936818,53.5510846,115
383,Hayden Perkins,Consumer,-2.4282192,53.5768647,189
384,Lilly Akhtar,Home Office,-2.2426305,53.4807593,259
385,Darcy Farnell,Consumer,12.2430437,45.6668893,100
386,Brandon Preston,Consumer,11.4012499,53.6355022,260
387,Melissa Bean,Home Office,1.297355,52.6308859,174
388,Molly Palmer,Corporate,-1.541812,53.99212,261
389,Rory Gunson,Consumer,6.9602786,50.937531,169
390,Kai Wicks,Corporate,2.035041,41.3458415,262
391,Cerys Edwards,Consumer,13.404954,52.5200066,71
392,Ruby Blomfield,Consumer,-3.7037902,40.4167754,31
393,Lola Hughes,Consumer,5.8987296,51.9851034,263
394,Rory Jess,Home Office,-0.1277583,51.5073509,41
395,Rose Heap,Consumer,2.060325,49.035617,264
396,Claire Harrington,Home Office,6.9602786,50.937531,169
397,Isabelle Norton,Consumer,5.9699231,52.211157,113
398,Ryan Ackland,Consumer,-0.1277583,51.5073509,41
399,Lisa Boyette,Corporate,-3.7037902,40.4167754,31
400,Georgina Garner,Consumer,2.55261,48.848579,265
401,Isabella Secombe,Consumer,-3.7037902,40.4167754,31
402,Alexandra Whitehouse,Consumer,6.6322734,46.5196535,266
403,Millie Franklin,Consumer,-2.58791,51.454513,267
404,Millie Arnold,Consumer,3.057256,50.62925,183
405,Patricia Epps,Corporate,-0.1277583,51.5073509,41
406,Toby Williamson,Home Office,6.705793,49.104408,268
407,Harry Josephson,Consumer,4.768323,51.5719149,155
408,Ethan Howarth,Consumer,3.876716,43.610769,269
409,Francesca Bowen,Consumer,-0.748229,51.628611,270
410,Abby Muramats,Consumer,10.4950609,43.8376211,271
411,Anna Kelly,Corporate,7.6868565,45.070312,272
412,Gemma Curlewis,Corporate,8.2285242,48.76564,73
413,Angelina Hurst,Consumer,7.49754,43.774481,273
414,Phoebe Baines,Home Office,17.1271102,39.0807932,274
415,Madison Rowley,Consumer,-1.473378,47.168194,275
416,Georgina Arnold,Corporate,-4.440114,55.847258,276
417,Eve Spencer,Consumer,4.3006999,52.0704978,234
418,Robert Quick,Consumer,-8.7207268,42.2405989,277
419,Mark Westfall,Consumer,-2.1561,53.6097136,217
420,Robert Quick,Consumer,3.177847,50.6927049,278
421,Karon Shah,Corporate,9.1829321,48.7758459,230
422,Hudson Ordell,Corporate,2.223507,49.027441,279
423,Michael Halcomb,Corporate,24.938379,60.1698557,77
424,Gracie Hunter,Consumer,17.9417616,40.6327278,114
425,Gemma Curlewis,Corporate,9.9936818,53.5510846,115
426,Alexandra Whitehouse,Consumer,13.3612671,38.1156879,176
427,Esther Henderson,Consumer,6.8975851,52.7858037,87
428,Ronald Everson,Corporate,-6.2603097,53.3498053,64
429,Evan Allen,Corporate,-2.893075,53.193392,280
430,Aaron Bootman,Consumer,11.5354214,45.5454787,281
431,Terence Welch,Consumer,7.055041,43.577244,252
432,Elise Ali,Home Office,-6.2603097,53.3498053,64
433,Gracie Hunter,Consumer,7.1507636,51.2562128,282
434,Mary Wilson,Consumer,7.2009147,51.5368948,283
435,Libby McDonald,Home Office,-0.748229,51.628611,270
436,Georgia Arundale,Corporate,10.2044564,59.7440738,284
437,Michael Myers,Home Office,11.5892372,50.927054,285
438,Isaac David,Corporate,9.4800113,47.6617648,286
439,Demi Hodgson,Consumer,16.3738189,48.2081743,9
440,Stacy Cummings,Consumer,3.215007,50.701174,287
441,Ethan Cover,Home Office,10.7522454,59.9138688,32
442,Evie Flockhart,Consumer,11.97456,57.70887,16
443,Lauren Knight,Consumer,2.189617,48.697161,288
444,Ruby Nicholls,Corporate,1.370889,48.736134,289
445,Joel Peters,Home Office,10.6296859,44.6989932,290
446,Ryan Price,Consumer,-2.081112,52.512255,145
447,Ryan Greenwood,Consumer,4.8951679,52.3702157,142
448,Mary Parker,Corporate,-5.6635397,40.9701039,291
449,Lincoln Want,Consumer,-0.57918,44.837789,147
450,Gary Crume,Consumer,6.8637765,51.4963341,292
451,Alexander Bond,Corporate,-7.5567582,43.0097384,293
452,Ashton Foley,Consumer,2.26851,48.884831,294
453,Jeremy Pilcher,Corporate,11.4041024,47.2692124,244
454,Lilly Le Grand,Home Office,12.4963655,41.9027835,65
455,Cerys Edwards,Consumer,8.7760843,50.0956362,295
456,Leah Marsh,Corporate,-0.4906855,38.3459963,296
457,Geraldine Mizelle,Corporate,-6.2603097,53.3498053,64
458,Georgina Arnold,Corporate,4.768323,51.5719149,155
459,William Horton,Consumer,8.6821267,50.1109221,49
460,Terence Welch,Consumer,17.9417616,40.6327278,114
461,Anna Kelly,Corporate,-0.902656,52.240477,297
462,Jay Andrews,Consumer,-1.559458,54.52361,298
463,Jason Martinez,Corporate,7.7521113,48.5734053,167
464,Tahlia Murnin,Consumer,-2.221575,52.193636,177
465,Natasha Sykes,Consumer,8.459405,55.476466,20
466,Patricia Smith,Corporate,12.4733725,50.7102169,299
467,Mia Pugh,Consumer,2.4970711,48.9412151,300
468,Elijah Ruatoka,Home Office,8.4036527,49.0068901,301
469,Tyson Jonathan,Consumer,-3.7037902,40.4167754,31
470,Mike Obrien,Consumer,-0.3762881,39.4699075,253
471,Aaron Cunningham,Consumer,-6.2603097,53.3498053,64
472,John Town,Consumer,-1.206166,52.772099,302
473,Hubert Lindahl,Corporate,12.0807203,50.8850706,303
474,Mary Saterfiel,Consumer,-0.5600349,51.316774,11
475,Ashton Morey,Consumer,4.8951679,52.3702157,142
476,Ginger Owens,Consumer,12.0991466,54.0924406,235
477,Dennis Conaway,Consumer,7.0982068,50.73743,78
478,Maya O'Sullivan,Corporate,11.0131217,44.4835861,304
479,Alannah Langridge,Consumer,7.3150145,51.5632625,60
480,Angelina Beeton,Consumer,-2.081112,52.512255,145
481,Abby Colebe,Consumer,2.046982,48.929584,305
482,Daryl Claypool,Corporate,8.44518,49.47741,202
